genre,genre_achievements_mean
"Indie,Simulation,Casual,Early Access,Action",NA
"Indie,Simulation,Casual,Racing",NA
"Indie,Simulation,Casual,Strategy,Early Access",NA
"Indie,Simulation,Early Access",11.545454545454545
"Indie,Simulation,Early Access,Action,Sports,Racing",NA
"Indie,Simulation,Racing,Action,Adventure",NA
"Indie,Simulation,Sexual Content,Violent,Gore,Casual",NA
"Indie,Simulation,Sports",20.6
"Indie,Simulation,Sports,Action",NA
"Indie,Simulation,Sports,Adventure,Casual",NA
"Indie,Simulation,Sports,Casual",NA
"Indie,Simulation,Sports,Early Access",11
"Indie,Simulation,Sports,Strategy",67.16666666666667
"Indie,Simulation,Sports,Strategy,Early Access",23
"Indie,Simulation,Strategy",33.510791366906474
"Indie,Simulation,Strategy,Action,Adventure,Casual,RPG,Early Access",NA
"Indie,Simulation,Strategy,Action,Adventure,Massively Multiplayer,RPG,Casual",NA
"Indie,Simulation,Strategy,Action,Racing,Adventure,RPG",NA
"Indie,Simulation,Strategy,Adventure,Casual",NA
"Indie,Simulation,Strategy,Adventure,RPG",NA
"Indie,Simulation,Strategy,Casual",NA
"Indie,Simulation,Strategy,Casual,Action",NA
"Indie,Simulation,Strategy,Casual,RPG,Action",NA
"Indie,Simulation,Strategy,Early Access",30.857142857142858
"Indie,Simulation,Strategy,Early Access,Casual",NA
"Indie,Simulation,Strategy,RPG",NA
"Indie,Sports",16.789473684210527
"Indie,Sports,Action,Adventure",NA
"Indie,Sports,Action,Casual,RPG",NA
"Indie,Sports,Early Access",NA
"Indie,Sports,Strategy",17
"Indie,Sports,Strategy,Early Access",NA
"Indie,Strategy",33.53225806451613
"Indie,Strategy,Action,Adventure",NA
"Indie,Strategy,Action,Casual",NA
"Indie,Strategy,Action,Early Access",NA
"Indie,Strategy,Adventure",NA
"Indie,Strategy,Adventure,Casual,Simulation",NA
"Indie,Strategy,Adventure,Simulation",NA
"Indie,Strategy,Casual",NA
"Indie,Strategy,Casual,Action,Adventure,Racing,Early Access",NA
"Indie,Strategy,Early Access",26.107142857142858
"Indie,Strategy,RPG",NA
"Indie,Strategy,Simulation",NA
"Indie,Strategy,Simulation,Casual,Massively Multiplayer",NA
"Indie,Strategy,Sports,Adventure,RPG",NA
Massively Multiplayer,NA
"Massively Multiplayer,Early Access",NA
"Massively Multiplayer,Racing",NA
"Massively Multiplayer,Racing,Simulation,Sports",44.5
"Massively Multiplayer,Racing,Strategy",NA
"Massively Multiplayer,RPG",NA
"Massively Multiplayer,RPG,Early Access",NA
"Massively Multiplayer,RPG,Simulation",NA
"Massively Multiplayer,RPG,Strategy",55
"Massively Multiplayer,RPG,Utilities,Early Access",NA
"Massively Multiplayer,Simulation,Sports,Early Access",NA
"Massively Multiplayer,Strategy",NA
"Movie,Action",NA
"Movie,Short,360 Video",NA
"Nudity,Action,Adventure,Indie,Simulation",NA
"Nudity,Action,Casual,Indie",NA
"Nudity,Adventure,Casual,Indie",NA
"Nudity,Adventure,Casual,Indie,Simulation,RPG",NA
"Nudity,Casual,Indie",NA
"Nudity,Casual,Simulation,Indie",NA
"Nudity,Violent,Adventure,Indie,RPG",NA
"Nudity,Violent,Gore,Action,Adventure",NA
"Nudity,Violent,Gore,Action,Adventure,Massively Multiplayer,RPG,Strategy,Simulation",NA
"Nudity,Violent,Movie",NA
"Nudity,Violent,RPG,Action,Adventure,Indie",NA
"Nudity,Violent,Strategy",NA
Photo Editing,NA
"Photo Editing,Animation & Modeling,Utilities",NA
"Photo Editing,Audio Production,Design & Illustration,Utilities,Video Production,Web Publishing",NA
"Photo Editing,Software Training,Utilities",NA
"Photo Editing,Utilities",NA
"Photo Editing,Utilities,Video Production",NA
Racing,37.241379310344826
"Racing,Action",NA
"Racing,Adventure,Indie,RPG",NA
"Racing,Early Access",6
"Racing,Simulation",24
"Racing,Simulation,Casual,Indie",NA
"Racing,Simulation,Early Access",7
"Racing,Simulation,Indie",NA
"Racing,Simulation,Sports",40.486486486486484
"Racing,Simulation,Sports,Casual",NA
"Racing,Simulation,Sports,Early Access",NA
"Racing,Simulation,Sports,Massively Multiplayer",NA
"Racing,Simulation,Sports,Strategy",85.5
"Racing,Simulation,Strategy",NA
"Racing,Simulation,Strategy,Early Access",NA
"Racing,Simulation,Strategy,Indie",NA
"Racing,Sports",43.5
"Racing,Sports,Early Access",NA
"Racing,Sports,Movie",NA
"Racing,Sports,Strategy,Early Access",NA
RPG,98.66666666666667
"RPG,Action",NA
"RPG,Action,Adventure",NA
"RPG,Action,Adventure,Indie,Casual,Strategy,Massively Multiplayer,Simulation,Early Access",NA
"RPG,Adventure",NA
"RPG,Adventure,Indie",NA
"RPG,Adventure,Strategy,Casual,Indie",NA
"RPG,Casual,Adventure",NA
"RPG,Early Access",19
"RPG,Indie",30
"RPG,Indie,Strategy",NA
"RPG,Indie,Strategy,Action",NA
"RPG,Indie,Strategy,Adventure",NA
"RPG,Massively Multiplayer",NA
"RPG,Nudity,Violent",NA
"RPG,Simulation",30
"RPG,Simulation,Casual,Free to Play",NA
"RPG,Simulation,Early Access",24
"RPG,Simulation,Strategy",44.90909090909091
"RPG,Simulation,Strategy,Action",NA
"RPG,Simulation,Strategy,Action,Adventure,Racing,Sports",NA
"RPG,Simulation,Strategy,Early Access",26
"RPG,Strategy",49.977777777777774
"RPG,Strategy,Action",NA
"RPG,Strategy,Adventure",NA
"RPG,Strategy,Adventure,Indie",NA
"RPG,Strategy,Casual,Early Access",NA
"RPG,Strategy,Casual,Indie,Simulation,Action,Sports",NA
"RPG,Strategy,Early Access",NA
"RPG,Strategy,Indie,Casual",NA
"RPG,Strategy,Nudity,Violent",NA
"RPG,Strategy,Simulation",NA
"RPG,Violent,Gore,Action,Indie,Early Access",NA
"RPG,Violent,Gore,Indie",NA
"RPG,Web Publishing",NA
"Sexual Content,Action,Adventure,Indie,RPG",NA
"Sexual Content,Action,Adventure,Indie,Simulation,Nudity",NA
"Sexual Content,Adventure,Casual,Indie",NA
"Sexual Content,Casual,Indie,Simulation",NA
"Sexual Content,Nudity,Action,Adventure,Indie",NA
"Sexual Content,Nudity,Adventure,Casual,Indie",NA
"Sexual Content,Nudity,Adventure,Indie",NA
"Sexual Content,Nudity,Adventure,Simulation",NA
"Sexual Content,Nudity,Casual,Indie",NA
"Sexual Content,Nudity,Casual,Indie,RPG",NA
"Sexual Content,Nudity,Casual,Indie,Simulation",NA
"Sexual Content,Nudity,Indie,Casual,Simulation,Adventure,RPG",NA
"Sexual Content,Nudity,Violent,Gore,Indie,Simulation",NA
"Sexual Content,Nudity,Violent,Gore,RPG",NA
"Sexual Content,Nudity,Violent,RPG,Strategy",NA
"Sexual Content,RPG",NA
"Sexual Content,Strategy",NA
"Sexual Content,Violent,Action",NA
"Sexual Content,Violent,Adventure,Indie,Strategy",NA
"Sexual Content,Violent,Gore,Adventure,Indie,Action",NA
Short,NA
Simulation,44.46236559139785
"Simulation,Action",NA
"Simulation,Early Access",11.875
"Simulation,Education",NA
"Simulation,Education,Software Training",NA
"Simulation,Indie",NA
"Simulation,Sports",48.5625
"Simulation,Sports,Early Access",296
"Simulation,Sports,Indie",NA
"Simulation,Sports,Strategy",19
"Simulation,Sports,Violent,Gore,Action,Adventure,Casual,Indie",NA
"Simulation,Strategy",49.214285714285715
"Simulation,Strategy,Action,Casual,Indie",NA
"Simulation,Strategy,Adventure,Indie",NA
"Simulation,Strategy,Casual,Indie",NA
"Simulation,Strategy,Early Access",16.5
"Simulation,Strategy,Free to Play",NA
"Simulation,Strategy,Indie",NA
"Simulation,Strategy,RPG",NA
"Simulation,Strategy,Violent",NA
"Simulation,Utilities",NA
Software Training,NA
"Software Training,Accounting",NA
"Software Training,Early Access",NA
"Software Training,Utilities",NA
"Software Training,Utilities,Video Production",NA
Sports,30.142857142857142
"Sports,Casual",21
"Sports,Early Access",20
"Sports,Strategy",40.25
"Sports,Strategy,Nudity,Violent,Gore",NA
"Sports,Strategy,Violent,Gore",NA
Strategy,47.732394366197184
"Strategy,Action",NA
"Strategy,Action,Indie",92
"Strategy,Action,Indie,Adventure,Simulation",NA
"Strategy,Action,Simulation",NA
"Strategy,Casual",40
"Strategy,Early Access",29.2
"Strategy,Indie",34.5
"Strategy,Indie,Casual",61
"Strategy,Indie,Casual,Simulation",7
"Strategy,Indie,Simulation",NA
"Strategy,Massively Multiplayer",NA
"Strategy,RPG",57
"Strategy,RPG,Indie",35
"Strategy,RPG,Indie,Adventure",NA
"Strategy,Simulation",10
"Strategy,Simulation,RPG",NA
"Strategy,Violent",NA
Utilities,15.444444444444445
"Utilities,Early Access",5
"Utilities,Game Development",8
"Utilities,Video Production",NA
"Utilities,Video Production,Early Access",NA
"Utilities,Video Production,Web Publishing",NA
"Utilities,Video Production,Web Publishing,Game Development",NA
"Utilities,Web Publishing",7
Valve,NA
Video Production,NA
"Video Production,Audio Production",NA
"Video Production,Early Access",NA
"Video Production,Utilities",NA
"Violent,Action",NA
"Violent,Action,Adventure,Indie",NA
"Violent,Action,Casual",NA
"Violent,Action,Casual,Indie",NA
"Violent,Action,Casual,Indie,Simulation",NA
"Violent,Action,Casual,Indie,Simulation,Strategy",NA
"Violent,Action,Indie,Early Access",NA
"Violent,Action,Indie,Early Access,Adventure",NA
"Violent,Action,Massively Multiplayer,Simulation,Sports,Free to Play,Indie",NA
"Violent,Action,Strategy",NA
"Violent,Adventure",NA
"Violent,Adventure,Casual,Indie,RPG,Simulation",NA
"Violent,Adventure,Indie",NA
"Violent,Adventure,Indie,RPG,Simulation,Gore,Casual",NA
"Violent,Gore,Action,Adventure",NA
"Violent,Gore,Action,Adventure,Indie",NA
"Violent,Gore,Action,Adventure,Indie,Casual,Racing,Sports,RPG,Simulation,Strategy,Early Access",NA
"Violent,Gore,Action,Adventure,Indie,RPG",NA
"Violent,Gore,Action,Adventure,Indie,RPG,Strategy",NA
"Violent,Gore,Action,Adventure,Indie,Simulation",NA
"Violent,Gore,Action,Adventure,Indie,Strategy",NA
"Violent,Gore,Action,Indie",NA
"Violent,Gore,Action,Indie,Adventure",NA
"Violent,Gore,Action,Indie,Nudity,Strategy,Casual",NA
"Violent,Gore,Action,Indie,Racing",NA
"Violent,Gore,Action,Indie,RPG,Strategy,Adventure,Casual",NA
"Violent,Gore,Action,Simulation,Sports,Casual,Indie",NA
"Violent,Gore,Adventure",NA
"Violent,Gore,Adventure,Indie,Simulation,Action,RPG,Strategy,Early Access",NA
"Violent,Gore,Indie,Casual,Simulation,Early Access,Action,Adventure,Strategy",NA
"Violent,Movie,Nudity",NA
"Violent,RPG,Simulation,Early Access",NA
Web Publishing,NA
NA,23.88235294117647
